id,preco
83473208885390680674963932777363338591,128462.43
180580369832354477560560602690825188300,69408.09
259490022068441742630539072459542535148,159292.42
120796267956232721185119513957760631683,246523.81
241430542672617103205615601633306372934,337639.8
53091847780640456849632756954612576434,114686.37
171977066567630375608946040261692762526,210910.72
201914625874463660453645362442088079106,132213.19
84059384063449374632880341259583908854,126336.86
328387208591072585760315241990965355447,219341.03
17154426494022331794126934878064958948,265259.28
192000139416378047888346422176422040661,69528.016
180081646479210699334128198669796160399,273965.7
253986101323166575416961447245174692901,104524.67
82036269311688064017582673374303244526,110119.54
333919908274208141229966147873771212013,129061.32
313704772228414954684896419439906454998,117759.71
215781134391040786413193932814799270790,96229.086
323576127340260635108064420738794619615,202890.31
21266736316299428255003871822385501006,74299.98
186277892327196401769009247007141845185,223227.48
118653739393882803347822121960128540090,93215.65
178402222675267324741137977644713188119,154151.58
14111625130403982018582213981963028060,257130.0
325687469192316037825715120219693138391,185753.94
338873463459304189674358773507615464140,102965.45
245440709240117885881946071499467553000,132671.39
3992284778362807624983933766586748960,154038.27
177917688273646190120585781998870609412,128895.555
307183333739200840624177841605072041043,99305.79
335470794133402209198153397416379022899,123576.52
203204241445015520264242319199812317633,85073.58
134385257647410245621873088337082618012,104233.25
6540687257921476537365937337199234069,232950.47
203239807831030319375520809440266391745,107478.83
39376528018535015868934510381824165952,286670.03
333342898325227485720191018314201595565,160749.47
216088076765437530118227326459456970218,78942.15
294256168413360318515649740566516009388,95853.1
249324748703273289890304775287749567094,140315.64
227934818343215729770705513085856574374,80067.97
157501721120159053919391416852016284295,109223.46
297125857657343693187052534926914461136,74388.76
87136029063634093621956857943240285302,89315.05
199891203388386369979675076525848750178,69839.74
102123055616796056444516517520597098387,103853.6
237512146312820589708317540195709404676,115985.3
30984280450885534059052913279584065254,102705.664
126374200467604593804720277004278327103,93624.89
317466905352534178610659571519473694514,230752.34
52865229602472061804485324233666817912,157627.84
86984224502002234419916772572194051581,136115.8
114416682475133609697441993429731470073,55589.375
49500288896238366923661810598993127844,138797.88
15465172849640768327142827133509494439,183554.55
307334256328869249308029400432335737804,123490.55
228144239113577275448986710580982616029,140287.44
287139027642678210570007827534054265052,182014.4
89914442558408418710315807541943703503,187310.44
157724668439282941424079171387574257679,147013.0
210560980823314089239746782467786021918,149559.94
9533463295747584642161614887871041149,123744.94
36155487406786930325759004510880817087,115325.75
234127326236134497876685668798607764717,85758.87
280305492068078804619353598740914253066,111939.19
206680675239217462017215069720218496509,41101.652
338819821210509135508780606674721178321,74793.76
204709679839831821149432932813402540678,231066.88
90875432458421346470025553495778630510,214694.03
275475573967873268188137718480930488822,230312.48
135798733167447402777119122060701579452,49197.56
16467710364998450246536251528420949308,99867.46
154737869680607241704521619955620605087,301631.06
275775611271881132098534927222118097805,68481.78
60452051161648408770616607730997043495,98487.09
55573982790391311975887758207573440948,120424.47
253718454255114896228371873750181818324,95874.81
314064790115053828119555179443554195527,186351.11
189570492320793832454485868809143337405,230554.14
23825261604921702409641748375342950297,106949.84
202301262511978571352794896695666151810,85697.25
104239568090079872488280748074678202013,261947.95
118155484109908082546418446225943368418,268081.62
255279298803366738058226980815231053100,101535.08
205713080891740291665828451730565250400,84447.19
271567936429803209749917402080660109484,152704.88
83500313040262972087502975096864972395,252274.45
199825580750147224320742424928048221511,122462.51
35503660709160520879029443480036147850,136367.39
136744533749502088151319862288356809373,85152.63
14646148787543855550889731877407837757,348948.8
175456875639756620367724513315924621300,74974.016
171887264709983159676256955690666649895,68314.945
5575201071375003157687971982995539245,269252.56
11124399571277862461246801293141325136,333455.56
278012921215945326618316328031414262851,240386.53
127163062492495403313007757062409704463,44246.03
302695598952433192347337048974293502177,88434.33
339163194157299289931219327984398277845,53694.9
253179630755522290489067862817016603658,138247.92
107540865078806037752380310797439708594,113074.15
202747226890809260721851930190733529606,156490.98
198478944601280023843585927406172044192,171901.44
286842543879735416835221285521231976811,88998.77
143789229725002136498207123538125838974,141661.52
78201854589030752101710975166249263249,149442.6
71539818043384923993008937350352775921,55213.863
123838437268533573587350797170799646707,80381.95
165334355852046750199663818885453553125,198709.03
164847888876547845123316770012937374547,86912.836
101135033363139067389828698436653266246,107797.05
141374361982310778378841790263765631649,47307.023
51501364974414551550325981205185510805,69097.86
333098681727869732356509759583146783243,131263.08
80234378433697420595695125518109986563,97158.49
297673004618655036199009294723374585563,220778.22
204724813217968425232608712280389418541,119667.664
164732854026285442006125485235942552321,127713.86
65445352835611637166375000661944038142,62601.902
125195180397772507627695240202467616668,54928.324
281257928188831742236443910034481673827,137563.14
72760201997291128414816024649253969344,231266.36
144585264635919229685952729581604945954,114682.77
109409243019479710215976616629206450313,119485.97
66976033741316305775253961608283832449,78723.86
115854473798371071480763488769637364279,241888.48
232720943751601322133996644526033346639,127520.695
323041358526122545640238179512661294945,46160.0
189571065590119531459030372972988857152,198296.89
278830396664534453595290082331423099313,91949.414
300984310880819626428136259167264912275,140254.58
173248095429072161014036748849902411499,125732.21
129039911398138055955082870056864208585,113485.36
146454092270544064133929926301811629242,89747.51
129592620248405902350506193046355842071,51181.785
55178716338064917038254616840335174957,110982.42
188552232778524889431723723986535909404,48159.348
68738777473678077230673408625002210423,178082.53
143650065470937114392016771268791037586,70448.41
217143375116427375702730221309107403659,64241.08
285857547045199800914494123990612675859,88394.31
135307513104369620859454296925004799348,100536.23
2903351729996390981740848403629759694,69372.37
235485459871309587269171897031165221213,131821.16
296017386177026941245492297942507209980,259753.92
212929532835870383542328836465070003847,172665.22
44792053188804682010358556072934285054,126589.39
249680012909723910609278828815276571304,230304.62
188132402142981885165263956858864369324,139314.44
243258499219043077613643874357523126764,153318.5
297502384825462058870825265698631506218,272946.5
20484051710416552458362127419414396483,163658.55
253948032676146630057917662989603693686,127881.48
98200588353689152620727029014419954738,192775.3
14122791477208854429014550356804400039,145985.31
208598248089930680140265319653144824605,51063.973
298475622302531653739931464689317637382,191869.83
2588788666534418410890966725724910669,88208.02
9712628666051113562075298365964280298,94130.84
42967026650221222538416328816510604054,114136.86
331810071519527017054662796283672827753,211895.73
285315356430762147444442091168700561658,114738.71
147573383959504740059941130006954501777,128760.84
173651776695050274824006374512756309389,202502.69
22835259108646484176565108425554436078,81065.98
163335522228145786871413464789921268309,179310.08
79580864837697488703994857109875663787,132121.62
18093722071694246612028534734330405579,56748.824
163127155367196180506199396832607404204,274449.78
82699271274473815957784110120006001949,52085.156
119898092235710363179284535290646251139,120037.445
68120108316829053172179957063351984376,201540.9
54499599180823728159929121859469171058,144822.22
63151179630102261748377560506608730501,159445.02
145333654310498724413243546511454058666,108454.086
336202983245746974226373123199424097932,352322.38
80276587309374821603900109141230287582,53262.133
211510309891117464265129987388111667353,132155.66
78028571701435535429546616699600331359,226659.67
113813549074392740531940720784724859923,95589.2
4297685766429111946834915150390189282,118299.26
23624265453284569334580840870468227772,57055.18
40400071986899913450748881177856040087,109637.445
90589443095105813267320082593691880299,54112.76
64930320159540942897278013024377003786,134236.53
319957631812806416896645654922579978210,153250.08
185473026310374331228749448739740100876,114936.555
198280088122233304964566473128626674145,152974.7
291324486703807995327553620926461671907,234318.33
252398412139115738462469940945037485073,130769.305
161513792123050520899783414867921277743,59628.94
133941859718052376156303456844748611253,90705.26
236698763821887412316107271979375660314,117685.62
220897024275644074828713990540418001480,79937.66
125219498777135759021804991213472079499,107181.63
225236262665838913695842569911381819725,81266.875
102867026959240407948863384849717666215,292077.84
334671611250424983149953582105157578426,111092.516
202238857962075377193838528819386294360,99392.836
294826381461538815116698354410337718266,80408.414
134053582412896256417478477747987287732,85675.25
69566145365553240194649203258354537667,117082.18
150522366131828823598206712951808461386,102553.52
72250783403620887886049259732989465968,89383.516
149743770509507373061143632577402033728,38049.332
96337196940644833794308798210198091549,219344.67
101203276212024016119653519236468639800,136161.05
31248253943168014374462287394366437933,144530.61
23539713890923689632095795947345883697,74522.86
119322438176104956226268695372268675189,75638.484
160148422500349597297641255927779145208,204449.86
175024054306603048190034460949283367640,35124.656
261523753462729151781825862367880716795,80900.88
128976127984583243513716114394905806987,146174.94
233048716786272920943060104472101528648,90831.66
174511354619462076066154910610110813789,167652.64
226725547755504887141429761436521674936,105333.93
37652492323093015957225863667113657025,102876.484
208214939247030690269364941652277831787,235000.69
241049905561862937130737499035170116056,141895.9
309355085650997328553497310476053555098,213021.1
210728588879522143994459928496984844980,129213.99
251083960652402088314844346716818748512,68137.54
32588674554020939958007130552937642615,74761.49
186179222591093597850855476680900540010,204892.5
27856973194359145454264272031826593500,106646.164
329445361760243842983634726634422777697,149982.4
60285670268150123009417941193032412545,117378.52
239904779609265423768652807122712092991,172695.52
231650690900163478605841528958264128339,100438.93
321482777312909765714981366332440515385,102331.24
90621921514849077206690405468877758127,85245.055
276639800720598623152441995708769505799,110974.99
35599638399921433618138546235782154856,101539.75
272428218641207652787244740019919302305,203003.19
13827434808544997620760470011697996468,87152.53
279109446575198515639225706796741027578,108049.414
321479234739908702289078207762751987253,116086.22
174226979497698774600206385080890750393,140279.28
182865986909959534261193617972188889622,79094.24
172437796940895194616424248937567297033,121433.055
282030584629451581278202376721710140253,89552.97
82428450005224601160890646842224934962,93055.836
61024120410364780648670176969791841597,59214.95
96433814024280757107003356846278915942,376535.28
31246285850180460465016063464660475349,130191.836
245585367744756540172202614617202064353,182046.66
237394978259990110809417167930788706709,165126.83
334096094956643999902665108397890687915,139809.12
306266746511331768733272013281118295466,84976.98
251860337105667763925066449012204406156,77411.766
251653768642785546864541895217336209511,230621.8
291620155159733413978494988074847918877,136338.88
327080493597510383304380083829027279620,59889.395
244422386314672151923814279993057016197,75811.945
170462664291315293128991148401721771893,172716.27
257989218701519970657409064642825336761,104590.18
331374419574041081900320833387314971312,119781.02
23073044984134910223233700611528674857,67480.03
42997397897279951237916754310773533848,134667.4
63298095955990174110679892898906751162,73542.83
297497593148569665484188355438474127610,140197.6
303445302866133442197370745635093694607,106065.164
322861063233554373348361057314083231866,70284.914
48527108152221097263004277032742101901,202957.67
75117505424078084191042295334377867157,79725.62
116018537774967638136657499654347725670,126867.81
135383065058255621626762415910044371310,223295.03
47574077580288490919190048199821943843,136909.66
6459793829982592475621262167303176441,110106.36
95106860532472896539899332617165990206,189531.77
28782640768709979411527357307827215206,86790.76
262977950922453685910476157547202117178,230070.92
174071088075748030245400208914439434569,249300.14
124671737261089704157954636996271464368,316694.38
269337118762467309308463785279520896705,182096.86
209259198101109684380882037267825895191,54080.98
139370578642362418059309898482433877864,60437.23
28994136543280939635253308565413799637,79921.38
293258297621810430619050641692062405291,74980.14
272381528732508241840132189183229013633,362191.8
307874037903053987384098599658954960403,108668.07
114021850146525252940099530982196156899,150349.16
85435999546019100641741099476461592814,160213.75
103119620189893041936528088174707335721,269116.28
314561543389180668998532834943265131600,136289.75
239141765600935393217628201889053036054,110807.89
76697964033457283201307050020873621097,111697.62
264305253634443490177586368628574983127,16356.791
131551992554677248780326195041999521641,170872.3
198837458199740351146789848033075668948,114847.39
159709089640309121793209096188059608454,171035.56
240435520661011051559441709781667984799,62946.688
23716439816665350271030334842843532806,76016.016
297198590332052235629209184892465938488,77921.46
197440825275921787996050910581003183399,63434.188
180745679040798042111497260945986779480,130435.42
119990119986468488812276117215201680242,116670.44
6945802264217055818092053196773826385,103138.414
63104735371462773681687091469410802663,113242.86
268014220097092881785502328357683444201,121442.1
8201931349127617775359419030543521126,107123.04
293424115049060887892633269783012383044,91785.24
197527187648268149802247209693405400409,138812.69
241005170925789036667791898595595904503,125804.12
247539232104409163657861640451876304710,131350.42
202615412439834095586482453962687156511,217225.16
292921571396805845952761765719774180560,164253.98
102146554643520147196799385145966778108,154388.64
204594591089767708292473470732793468211,114128.734
164465677939480316050438667344105947900,166350.33
313502068069833992081242489791425031266,60759.55
235768787164618217165155438262046263692,116358.59
55482365971527415759968201272640894504,116179.945
274510050161826866069319990064565352379,265059.38
262354354853492426548394391999577075965,84523.984
225178758495725232781682742284966795979,156864.75
204835397801258708635166012232206159069,49313.824
120967717512667959337579062496782760110,120753.18
69384468168979227396597175419708401385,210273.12
172353782416662670206836966071405640207,81807.055
93664377973271838839872435717131202372,115598.95
336962307751087384360720729772151938674,166154.22
223211215527692183328503667521863673491,73089.18
187613432585728730467042277361250283606,126944.95
296796692720149849099945091958444423201,86880.84
296694309736193534514080707751418764951,115425.016
62668871867764030771057639508006689193,93459.22
5831364671951890472547869995277254299,118684.016
263520175526383534143113600685410797656,52859.31
93913047554725302387672925099981219688,125598.39
187792144573873345913492012481628017632,119830.01
77193727270470647613941630346905657311,94388.3
93244863950305285144596145833484120288,79172.83
45554261791996034889771606828002084386,209395.27
145627501098448461286251287367478324636,135103.95
276147028044265022870578596152793055114,255274.78
101810035134786842992753455846496289258,118299.26
323649586881187815567646172577411910445,103392.71
240863300038824173019158558840375415006,152531.7
173259610703588301741742956959056249895,136805.39
210905950392861096479052960836081656317,96470.78
128123573544090055831088190798031307459,131832.6
55331053745102355983166789843999492215,63183.668
48924668154930834035890216021535860354,168982.47
98224473881241589576622027216816442592,64231.93
14607365457941867148801170049009692501,127683.555
167709308386275857976247794371249982492,86477.27
281031027492928380289843540495909878389,112545.55
317149933610832227902185030471313787327,133192.1
111873775427756287979226848974192301259,119784.14
21732850300051998297432811644962009424,197467.8
179559082498078581615567026913696075672,227314.47
256602505649871276722662307659510294211,109121.945
22837704223911865020431001608491555752,105877.8
153159405405938019793662006311248601879,234485.98
68046588578452589891125601598293455313,117415.46
54671517419370338496053937769382791466,133253.88
90733476337379567597363786612760856032,132723.47
74829755756627131841443634317001341736,82234.88
113699792614803396920615618241540403401,154970.02
30936748530163120286385641811335600461,97956.42
286718433484587099650313690594810283594,118910.52
53040905238521430480941937930371515428,263152.3
227799093612016492473942204223898916300,122658.41
105984803437282127547981289078723527950,138288.67
136216515618315479760141515440713508817,108672.23
313923828364562409583774076139412029011,131737.56
256535569668688044055657155972002367305,101089.66
161276830978411174065922231037346740601,66773.336
193023133616328233897351538456231158090,216088.0
4512377955309037570718946592053675659,103244.66
241451673262290873796345276645171664574,135022.78
333137917729421843565229448550132743099,76432.46
1221041602141664073474928881033556208,93862.31
17693043260028121027089293608575874719,115769.76
233874613249501726158359004825126672717,100582.24
29423918183434242527795245203965210040,143270.69
123067147644698118361563184329144169322,254706.36
67576390047220591927881908117280881658,152560.33
336003013146988853800784692458907554574,87409.98
70951099996019165330364593572305503956,177278.47
151224142156186274037047186842294495829,106982.555
146803890080797364411341022309509510264,135385.06
25487128775669594102704570724088844680,169332.1
306159349104268798007063272844916813953,64762.844
233291875187806547977182734749322121862,215077.08
103649543423223076863255553023531795834,69614.91
270419948556221225284557703914504804773,88523.05
153143792449153214053000004836545450892,148661.03
230242894518258571172529839682883252730,90164.195
319099264280577149828280051496192787761,70821.86
146492844261498105735420560399358236019,66144.516
163251387522305411570093471177086938140,150374.84
25300857819109779184345067172438647882,115787.98
55633187676924862681300840783529537689,152060.4
49199423497082223217556870394814374486,59024.207
232357932937097041210389446840660380427,114043.91
179483086047331285983377132760211350903,167176.4
29373031418043196892692294558664390417,93679.516
107534969967686423893345820589020535183,94018.695
120571815096626943750133056908936948271,93631.695
7421158607189639371215373350674206761,155424.02
238931719318297330950784975087797919596,106661.67
202740346843306123820415199475859312431,144353.34
16689349456841037733448425087673613313,262301.94
148012297211569996918246033270198429904,134405.97
128134122255386696428544882265409106446,129708.87
167571214511516832945171208176627612712,142967.48
184011296344462591085710616872611436235,109416.8
169465487970916295739813846274011675806,203839.23
130361622420383463631320628394717003594,112789.945
331939185720524013599255400570283504929,135666.98
87569485918088662283183271922738488516,215455.83
230770798992268501450776463003194639732,313133.34
267366593531094671806032177970423243545,55332.89
199926103285675930644982006459416881508,232159.86
266968967193173347503176998725646076891,124635.34
167826333249432716075387587663476830642,93641.6
108079317452072310552947425358187509795,92677.766
9168411426075452458185969563102169587,63272.8
220379336042208157890174508853219985932,80583.234
85409792209302072958295631370822171481,108836.41
108315930477246960256898885070132765549,113777.05
138178784399745546903000249739742628317,104765.305
109448753225848176241892743310724339979,132453.55
48101656465622908930780775584338307218,353324.8
232801260678107817119662434103089539368,124746.8
112833514130234775896592581776665798909,134834.33
9384820527271037871381619236739389861,159984.7
315097976795297949477277736372802455645,223226.4
312987999748196768585101910704287518542,115295.836
283651273349744897088542597613004918027,86361.164
191707011347213468997511459845389328772,180998.38
106126552952767148144530241726666260248,135798.25
262257703451875066796956509815234366525,139117.25
255899024359694569239113092815148643067,124078.52
114163801675410359107519624300502244902,100307.66
301845691767161820288502742698662503795,135801.6
92399079994829498252553662280447550917,129580.43
158804745485988047989860050863828343572,101672.96
318699126633889037088666172336291942624,305913.0
297113933456367162152615096919381931216,212167.48
200474866821927106545646287488808154750,131303.67
223364885293845944023077962389108782322,156601.77
324259604829407840034702555074969608284,124682.99
304251078569827531719315443927824180532,111922.05
85937733805633898752021913054308068083,162904.56
108988859207308663542987611483639159746,202648.02
47848824771395338822774077770152379022,79815.805
262530606945227352928297373721306909095,181316.11
85655886151670580390594330040409894715,126227.44
298184819601131827432255644952446151139,256647.75
95408789758622402538585804660216291413,107505.11
122922019966644222202211091240044218095,92113.32
6183578569648095484412718463440995947,101371.336
274289386281548429745922021350086948492,117791.67
34726844729402804128730979944393175105,206213.81
84586487247906666871938532911179156985,207688.52
120720460409397920123702648540262031826,111855.37
177428445547268755903878606004149437457,76629.09
115727112823962086715150476270670577224,119301.63
339528554109159399082023803339182894416,147348.34
112278505536089834610003192301155278804,49733.484
150655854973961180217246925576293399359,92866.15
205140978981549998314456055277617950113,236405.05
143222924043442198672515275261268840852,48157.004
222242097176001330821166420256776320110,133557.42
185476235461315152883459846018078939215,141616.9
24794255420283459042556305910004824666,206474.84
170386853337925700376054620257950480449,110099.71
89599337796887808678188089542023955663,127816.99
132628385969591720084437515617436345258,110377.086
209256260831814267858812755372744724120,129748.26
299146289036887060771322345088475321603,240960.23
92140014150081803186089534965577345234,242611.75
226355025621852547584556966612186353329,131900.9
111623792219171615574882803767741582070,116791.19
46237632461759844965282080433067697831,132873.78
61695533361580951386408461686939254088,156125.7
117251161372699306098820073617300301321,65829.49
162614583266159708266060544483628565702,116022.27
18256075536139580588971282656211823044,208793.61
62654592931377320017541022105734341203,219126.7
134202830665590339886104045100211910585,259497.44
21466350819012893278873017601774573473,61829.113
197898324935814690760476782890500989679,152155.34
218822826497051928064213202937899447261,87596.555
192658336119531627258676196031085516123,84220.81
223774110559714138774010498697179442824,97774.74
15249136929818490067287455981620239864,160094.56
130656210153993294370526814910713193064,81925.914
166391612744862182994035048026354720642,120428.51
280509122589601939716717203643713325254,95298.94
50223846429254930232117360429159322266,142794.52
43925799629666704047178916587341580228,126326.516
337502497904050294645895317224982883125,70667.83
288295058279943284835951085101241297491,119934.664
280534277282576185484996327752707755697,88485.52
258119514855432888420937880472534243207,46327.87
9772834812601520113189408874212276295,278109.03
66220066710315663565407281725948002612,235065.14
110727436952411206226008905770428374199,137260.8
327459637510857203580281319398736411093,247481.1
180902441541917081439197762689970056157,148368.78
195646360202006788061140201502351849360,86728.74
10984307821242410646630392008348020221,156306.0
76885141875662922763960223233735311473,76077.08
55137005805746570514574168127221219837,91837.68
76761833385223063046137359308466820085,64881.61
262777752576421472839978739018662329400,124832.54
107836276518637544399059825615432470967,108627.484
164706530572775337339120928635583108171,120511.22
145636524351214153172239589036091641135,190029.38
90011607384155384770064092836449507905,79170.93
32013060510255531241399955107528297204,133325.14
58132250069377287141439325366186131348,85751.38
260299131919780391821764897939650436269,270422.88
184335110908305304561788893627314383822,110730.14
285609111316912174215182551382226425438,120462.29
251285943387521253992985543292401960687,255909.28
302864442564466057520822338223671948348,125604.5
210195564817765968289490858267398111800,106171.85
176242774880698206057229450897907718536,104910.305
305349260229463248624223244096533976565,170881.66
306130767528755227925470070566059891463,155271.84
177930325763688060562347548389612272986,24214.496
64758506056774013252785672377511544866,73000.06
126257881433965685496756133890598020862,95110.11
45550438404830077352673835502361099690,154770.27
289636635413122103808404958199468056778,144726.1
231679144052465154412903539745619452492,54363.387
191391336220553970914055796477701508997,81733.766
49909897301417576140462097782221287257,161235.06
336903809994643761465525983359177296392,63954.29
40436827956495426778336635685792858652,101170.625
210353392882468865098074135417735838141,224059.06
208927952017920785992992655794401270489,82117.72
68228648817480960632243362783861146900,129576.91
307747602889219211610957180991715895216,207922.06
8375557495036358634111445312703241505,88856.695
166716319611153469610934888302823774467,138081.97
120656670300819127990639685601218036143,151889.77
88908252589658796568084855522623433205,117716.74
262495862260503272478342633552949722457,110413.46
136802685343150415101376293503648004384,55517.906
283057648150848548139517076380641390056,48078.562
312015766270400598356098587631288926820,151058.5
119763057072017066159608766082934076498,131937.55
25690640011138977899183262845290313134,131648.64
192828079702959759018822330963789483677,147971.55
151240579350997948502950208778908483117,50130.125
140625652985486528477451563589449043401,87169.81
16624156396811961478050606735457627266,264386.8
21613869578512592717518284113045621238,148035.48
243551972103953672143846431985519760754,84338.67
293740708241318791669353330470080169142,256960.33
226094743039807410440053576284910789897,167163.0
181600626434117988358546010762037198555,174414.38
190489145631771051882253257791214845124,122851.88
259736333159798382669871155120834163759,109060.02
186588760731007689458335177302459975710,185602.05
24260661938461244929865469137377193366,102680.445
205930353514314629250640208542184640324,170849.89
241181928168075807325772631323399010512,313364.66
98698055209715855597433139576602947875,123990.586
126252611180659645699525588106032964204,74056.805
269167468196146757335446717604343242917,131072.95
267527403562136683844202786804414467738,284823.62
300793628976504709458030764561228475482,112665.97
75389753874545168689507080802929900647,131679.92
135851566225364566546612559761012478373,184775.31
268830704055098708319094509981463638083,93148.02
136623509624011484546741952752293081148,93206.75
237309455263492788144133810655915453947,161026.05
123409373992677055364445316892452847513,128967.69
314238367306004697407333679394517841792,57441.945
314950546563098001766558340419152432651,115825.4
218742797854613440992563038162888036227,190212.53
321264688634511960940641975439150174807,131133.25
144119158392337171234271973682242378150,145589.64
33011262467499849919312382913024124169,173755.19
229562746935930016538341966519969728870,149971.06
206648217531879332134922567321935657897,133673.1
290685733207147541407923880881331261757,143135.1
262358741451692325992969588417204803798,331384.3
270100366478408615436964366181024475931,73391.41
45504148997984772389594179220176928755,109060.89
116419329991514785491032736555588939802,65230.254
89110394236923650834632681025843108228,96409.48
333486917726954389179117824504961458272,116090.89
149219584910540336360733634483944984326,92702.23
249381854510347539632339297030477466473,154852.02
73872849527341836478443739851726421776,101335.07
53609929547882738911808112721167643653,246081.61
225982378560483961855411934166313974558,226636.39
4276901659449223087609005371937738017,180612.98
118420096741187498219005751003644395951,104597.88
301522728698534685718104198843854197351,278175.44
216959656527418216542205371197955959670,158681.23
123327799953051350333010366222294060578,109860.33
238254014216869968059442179929716093143,120424.49
103551839541761704464426777028372229534,82095.48
76544939089941810967361398666355059537,249162.2
240778248532064529084894499724060305348,64609.51
328240021934306966416897264153381802457,116535.07
228036522019557195074237059398439426450,245996.34
159850181867459780352801131089111140392,130807.08
221293211705172354212445322194863650521,273718.78
